web-scraper-order,web-scraper-start-url,name,name-href
"1611147903-302","https://gs.statcounter.com/social-media-stats/all/afghanistan","Fiji","https://gs.statcounter.com/social-media-stats/all/fiji"
"1611147903-281","https://gs.statcounter.com/social-media-stats/all/afghanistan","Congo Republic Of The","https://gs.statcounter.com/social-media-stats/all/congo-republic-of-the"
"1611147903-410","https://gs.statcounter.com/social-media-stats/all/afghanistan","Saint Helena","https://gs.statcounter.com/social-media-stats/all/saint-helena"
"1611147903-395","https://gs.statcounter.com/social-media-stats/all/afghanistan","Palestinian Territory","https://gs.statcounter.com/social-media-stats/all/palestinian-territory"
"1611147903-321","https://gs.statcounter.com/social-media-stats/all/afghanistan","Guinea Bissau","https://gs.statcounter.com/social-media-stats/all/guinea-bissau"
"1611147903-264","https://gs.statcounter.com/social-media-stats/all/afghanistan","British Virgin Islands","https://gs.statcounter.com/social-media-stats/all/british-virgin-islands"
"1611147903-368","https://gs.statcounter.com/social-media-stats/all/afghanistan","Micronesia","https://gs.statcounter.com/social-media-stats/all/micronesia"
"1611147903-296","https://gs.statcounter.com/social-media-stats/all/afghanistan","Equatorial Guinea","https://gs.statcounter.com/social-media-stats/all/equatorial-guinea"
"1611147903-317","https://gs.statcounter.com/social-media-stats/all/afghanistan","Guam","https://gs.statcounter.com/social-media-stats/all/guam"
"1611147903-240","https://gs.statcounter.com/social-media-stats/all/afghanistan","Angola","https://gs.statcounter.com/social-media-stats/all/angola"
"1611147903-421","https://gs.statcounter.com/social-media-stats/all/afghanistan","Seychelles","https://gs.statcounter.com/social-media-stats/all/seychelles"
"1611147903-382","https://gs.statcounter.com/social-media-stats/all/afghanistan","New Caledonia","https://gs.statcounter.com/social-media-stats/all/new-caledonia"
"1611147903-314","https://gs.statcounter.com/social-media-stats/all/afghanistan","Greenland","https://gs.statcounter.com/social-media-stats/all/greenland"
"1611147903-389","https://gs.statcounter.com/social-media-stats/all/afghanistan","North Korea","https://gs.statcounter.com/social-media-stats/all/north-korea"
"1611147903-316","https://gs.statcounter.com/social-media-stats/all/afghanistan","Guadeloupe","https://gs.statcounter.com/social-media-stats/all/guadeloupe"
"1611147903-369","https://gs.statcounter.com/social-media-stats/all/afghanistan","Moldova","https://gs.statcounter.com/social-media-stats/all/moldova"
"1611147903-337","https://gs.statcounter.com/social-media-stats/all/afghanistan","Japan","https://gs.statcounter.com/social-media-stats/all/japan"
"1611147903-418","https://gs.statcounter.com/social-media-stats/all/afghanistan","Saudi Arabia","https://gs.statcounter.com/social-media-stats/all/saudi-arabia"
"1611147903-400","https://gs.statcounter.com/social-media-stats/all/afghanistan","Philippines","https://gs.statcounter.com/social-media-stats/all/philippines"
"1611147903-252","https://gs.statcounter.com/social-media-stats/all/afghanistan","Bangladesh","https://gs.statcounter.com/social-media-stats/all/bangladesh"
"1611147903-289","https://gs.statcounter.com/social-media-stats/all/afghanistan","Denmark","https://gs.statcounter.com/social-media-stats/all/denmark"
"1611147903-235","https://gs.statcounter.com/social-media-stats/all/afghanistan","Aland Islands","https://gs.statcounter.com/social-media-stats/all/aland-islands"
"1611147903-415","https://gs.statcounter.com/social-media-stats/all/afghanistan","Samoa","https://gs.statcounter.com/social-media-stats/all/samoa"
"1611147903-242","https://gs.statcounter.com/social-media-stats/all/afghanistan","Antarctica","https://gs.statcounter.com/social-media-stats/all/antarctica"
"1611147903-260","https://gs.statcounter.com/social-media-stats/all/afghanistan","Bolivia","https://gs.statcounter.com/social-media-stats/all/bolivia"
"1611147903-370","https://gs.statcounter.com/social-media-stats/all/afghanistan","Monaco","https://gs.statcounter.com/social-media-stats/all/monaco"
"1611147903-320","https://gs.statcounter.com/social-media-stats/all/afghanistan","Guinea","https://gs.statcounter.com/social-media-stats/all/guinea"
"1611147903-365","https://gs.statcounter.com/social-media-stats/all/afghanistan","Mauritius","https://gs.statcounter.com/social-media-stats/all/mauritius"
"1611147903-323","https://gs.statcounter.com/social-media-stats/all/afghanistan","Haiti","https://gs.statcounter.com/social-media-stats/all/haiti"
"1611147903-347","https://gs.statcounter.com/social-media-stats/all/afghanistan","Lebanon","https://gs.statcounter.com/social-media-stats/all/lebanon"
"1611147903-332","https://gs.statcounter.com/social-media-stats/all/afghanistan","Ireland","https://gs.statcounter.com/social-media-stats/all/ireland"
"1611147903-424","https://gs.statcounter.com/social-media-stats/all/afghanistan","Slovakia (Slovak Republic)","https://gs.statcounter.com/social-media-stats/all/slovakia-(slovak-republic)"
"1611147903-374","https://gs.statcounter.com/social-media-stats/all/afghanistan","Morocco","https://gs.statcounter.com/social-media-stats/all/morocco"
"1611147903-450","https://gs.statcounter.com/social-media-stats/all/afghanistan","Turks And Caicos Islands","https://gs.statcounter.com/social-media-stats/all/turks-and-caicos-islands"
"1611147903-308","https://gs.statcounter.com/social-media-stats/all/afghanistan","Gambia","https://gs.statcounter.com/social-media-stats/all/gambia"
"1611147903-327","https://gs.statcounter.com/social-media-stats/all/afghanistan","Hungary","https://gs.statcounter.com/social-media-stats/all/hungary"
"1611147903-285","https://gs.statcounter.com/social-media-stats/all/afghanistan","Croatia","https://gs.statcounter.com/social-media-stats/all/croatia"
